Sentiment,Tweet
negative,@SouthwestAir A little surprised my Early Bird got me B15 from DEN to KC just now. Worst I've had. What's up?
negative,@united thanks finally made it.. Missed meetings but what can I do now?
negative,@united. Is it reasonable to wait 45 mins for the bag you made me check because the flight staff couldn't police the overhead bins?
positive,@AmericanAir lovely flight back from MIA to LHR - great crew - thanks :-))
negative,@united 100. % failure in 2015 #UnitedAirlines
negative,@united I was originally trying to share details but the link Jimmy Samartzis Vice President - Customer Experience sent me expired.
negative,@USAirways pullin some sh** delaying flights again... Smh @OBJ_3 http://t.co/Av2rfFHMcV
negative,@USAirways That link doesn't work on mobile.
neutral,@AmericanAir how realistic is it to make an 80 minute domestic to international transfer at JFK for a non US citizen?
negative,@SouthwestAir I did ....it's just been such a disheartening experience for me and my family...and a lot of taxi money wasted.
negative,@JetBlue's CEO battles to appease passengers and Wall Street - @TheVDT http://t.co/h6cE3mWCqj
negative,thanks to @USAirways my trip is all screwed up. Ive had to move meetings and a dinner and im STILL not out of nyc yet
neutral,@SouthwestAir k thanks :)
negative,"@united I was denied use of a rear facing car seat on UA5025, an ERJ145. Can you confirm the actual policy?"
neutral,@USAirways thank you for the apology
negative,@JetBlue well our plane just landed at the international terminal... so they announced the 10 pm new time.
negative,"@united again, you said to go take the time to go there, knowing what the issue was, and knowing you wont fix it."
neutral,@USAirways Is $99 companion ticket benefit of Premier World MasterCard still limited to USAirways flights or do AA now qualify as well?
neutral,@SouthwestAir any deals to orlando in April/may??
negative,@united I will be stunned if my bags are in Hartford with me.  The ORD ground crew only had an hour to move my bags 200 yards
negative,@SouthwestAir was wondering is there a reason why customer service is so busy? Been on hold past few days for many hours No answer Help plz
neutral,@united @perfectomobile You really shouldn't use the word 'crashing.' Just sayin'.
negative,"@AmericanAir Its not that I wasn't offered ""perks"" by @USAirways.  I ASKED and was told, ""NO."" #thenewamerican"
neutral,@JetBlue Has D.C. Thinking About Summer With New Nantucket Service - SYS-CON Media (PR) http://t.co/ZoFWLdQXbe
negative,@SouthwestAir Worst customer service ever. You Cancelled Flightled my connecting flight to NY hours ago &amp; didn't tell me. Now I'm stuck in Tampa.
negative,"@AmericanAir ""We'll drop off your luggage 24 hours after your flight"" is ridiculous."
negative,@USAirways sadly that didn't help me at my meeting at work today seeing as my presentation was in there! Major strike against me!!!
negative,@SouthwestAir I want to file a formal complaint against a disgruntled employee @ LaGuardia who ruined mltple people's travel plans yesterday
negative,"@USAirways I needed to be at my destination by lunchtime today. No one could get us on a flight, but I've since learned @Delta had one!"
negative,"@JetBlue here's part: was at bag drop inserted my JetBlue cc, didn't print pass. Agent standing in front of me refused to print my pass"
negative,@USAirways or how about power outlets at your seat if you're gonna keep us siting here forever?
negative,@USAirways your customer service is horrendous. Between the way employees speak customers and their lack of care for problems with flights.
neutral,@JetBlue Can you do me a huge favor?!
positive,@united despite my bag not making it to Newark good informative email tracking updates help!
negative,".@AmericanAir @USAirways Add insult to injury you guys ""misplaced"" my bag. 

Can't believe you have to pay money to be treated this poorly."
negative,@AmericanAir so what are you going to do for me since I can't take the option you gave me. What type of refund will you do for me?
negative,"@AmericanAir oh it can get better apparently. After making us wait for a gate, psych!! Now we need you to de-ice before coming to the gate!!"
positive,@SouthwestAir Kudos for adding #Passbook to your app! I LOVE IT!
negative,@united thanks for reminding me how much easier it is to fly Southwest!  Get more agents at sfo 25!
negative,@united I did... no response back
negative,@united yes of course I have.  Is this how you treat customer with no recourse?
negative,@AmericanAir I Cancelled Flighted my flight. I really dont need this much trouble.
negative,@virginamerica Trying to make the change in advance (not just 24 hours prior)tried it online earlier and it wanted $300 in change fees.
neutral,"@JetBlue im flying with you from mi-boston and then icelandair to iceland, 8 hours between. can we check our bags all the way?"
negative,"@AmericanAir $600 Late Flightr, 2 complete itinerary changes, and lost work and time, but yeah ""I"" got it rebooked"
negative,@USAirways  will be stuck in PHX overnight.  Service is getting worse.  Flying southwest from now on.
negative,@united two hour delay for a plane that was visible from the airport. So far terrible customer service. #neveragain
negative,@AmericanAir this is a big company should be happy to do something for a customer when now it's costing more for delays oh and did I mention
positive,@USAirways an already pleasant flight from London to Charlotte (US733) was made fantastic by an amazing attendant. Thank you so much Robert!
negative,@AmericanAir @USAirways use the app you say?? http://t.co/WnY9TzsR8N
negative,"@USAirways &gt;250k miles on usair.  Last four flights not good. Other airlines much improved. Billing issues, seats, legroom, in air service."
negative,@united You suck. Flight delayed equipment probs again. Miss connection by 2 minutes and you won't let us on even though it's at the gate.
neutral,@AmericanAir I know. Just a little cold weather humor. :)
positive,@JetBlue Longing to look into the blue eyes. #firstlove
neutral,@AmericanAir how does one book a ticket online and put it on hold?  Does that require that I pay for the ticket?
negative,@SouthwestAir and now our arrival is delayed nearly 5hours. Yeah an entire day in an airport is not my idea of a stress less vacation #fail
positive,@SouthwestAir you should know the crew today on flight #1071 AUS to PDX was awesome! #SWA
positive,@united have reported it.  Still in Istanbul at the moment apparently.  On the other plane haha.  Hats off to the pilot!
negative,@SouthwestAir bad weather and multiple Cancelled Flighted flights has us all scared!  Noted for next time.
negative,@SouthwestAir boarded plane only to be told to get off as it wasn't our plane. Now an hour delay. 
negative,@USAirways We take Late Flight to a whole new level!
negative,@USAirways @jtrexsocial i fell asleep from a call i placed midght.. guess what still on hold 7 am
neutral,@SouthwestAir do you have all winners for @Imaginedragons #DestinationDragons
positive,@southwestair#SWADiversity We are ready to be inspired! http://t.co/S3EsW5AgUm
neutral,@AmericanAir  2 hours to be answered on a call?
negative,@AmericanAir thnkx bt dont help now we will need to go WAY out of OUR way to get where we NEED to be for the $ u charge this sux #neveragain
negative,@JetBlue Do your TrueBlue pages not work on Chrome or Safari? I keep getting blank pages when I lick on the TrueBlue tab on your site.
negative,"@USAirways Already planning my local boycott for Washington, D.C. Area."
negative,@AmericanAir not to mention its a three hour wait to get an agent on the phone.
neutral,@SouthwestAir could you please tell me if there is a way to add a RR# to a flight that already took place?
negative,"@AmericanAir yes it is in Dulles and I need it delivered to the Embassy Suites in Herndon, VA. I'm still in Chicago from the fiasco in LAX"
negative,@USAirways @stephenrodrick Your team needs to build capacity
negative,@JetBlue that is a stock response. Delays not as frustrating as poor cust serv &amp; being told by 3 ppl to wait &amp; they'd come back but did not.
negative,@AmericanAir Same as yesterday's Cancelled Flighted flight. AA104. Your customer support is just awful!
negative,@USAirways Saying my friend missed her flight when she clearly sat next to me on the plane &amp; now you're Cancelled Flighting her flight home.. WTF!?
negative,@united stop picking on us #CLE http://t.co/VTqE8m1L3i
negative,@USAirways PLEASE improve your phone system! Going through multiple prompts &amp; menus just to be told to call back Late Flightr = MAJOR FAIL
neutral,@SouthwestAir any word when the customer relations department will open back up?
negative,@united yes staff were rude  and unempathetic. I needed jacket and tablet by 4 got at 11. If u take carryons cause plane full.don't lose em!
negative,@united you do realize my wife is waiting on a delayed flight at this very moment.  I'm not sure I understand your tweet.
neutral,"@JetBlue I'd go to Portsmouth, NH to take care of my friend's son while she takes her daughter to Boston for surgery.  #flyingitforward"
negative,"@AmericanAir Stuck in Miami, and one of the worst customer experiences I have ever had. Will be sure to let everyone know about my time w/AA"
positive,@SouthwestAir has the best customer service!
neutral,@JetBlue so yesterday a flight I wanted to Chicago was on sale within my points range and today it isn't. Any way you guys can still honor
positive,.@JetBlue handled @0xjared's question like social media pros. Good practice for when our transportation systems are all run by friendly AIs!
positive,@SouthwestAir thank you!!! #bringbacktheluvtordu #miami #directflights
negative,Made it to #Costa #Rica and back @JetBlue Missing it already!  #Pura #Vida!
neutral,@jetblue that's cause we're TrueBlue! It's ur #love that keeps liftin' me #higherandhigher https://t.co/xGfS6tJTMo http://t.co/ixM3t5mIZc
negative,@USAirways He overflowed over the armrest and under with legs sprawled. You should refund me I had no Choice. #Grossedout
negative,"@united  18 flights so far this year. 13 delays including 2 Cancelled Flightations.  Late Flightst reason, crew needed mandatory sleep. IN MEXICO!"
negative,@united I'd rather have the truth about my flight than be forced to sit here all day. Trying to get home to this. http://t.co/U69fAfqhsF
negative,@USAirways @jtrexsocial exactly! How? I've been disconnected 3 times!!!!
negative,"@USAirways that's ok, just know that I'll most likely never book with you again"
positive,@united just sent - thank you!
negative,@AmericanAir am on hold for the 2nd time today. Need help with confirming the new flights you arranged for me. Can you expedite this?
negative,@AmericanAir Can't unload flight #3322 because jetway is broken.  #steps #planB? #waiting nearly an hour
negative,"@united this is in ur Hemispheres magazine. I'm open to what will u do to make the ""flight more pleasant."" http://t.co/VrQDpqEPFW"
neutral,@united pls follow for DM.
neutral,@united Currently on standby to Lax then it is a 2 hour ride to Palm Springs. Long day starting at a snowy 3:30 am in philly.
negative,@AmericanAir. You neglected to mention the $200 fee per ticket.  I had a medical reason and still have had to jump thru hoops.
positive,"@united captain ""on behalf of the front office, welcome on board."".... Never heard that before. I laughed...hard.  #funnycaptain"
neutral,@JetBlue Lekvhg want to see what the cost would be to change to the 430 flight
negative,@USAirways you say to call travel agency and they say we cant refund because usairways didnt accept this.
negative,@united direct messages not going through please help
negative,@AmericanAir yes. Shows Cancelled Flightled &amp; asks for her to contact you at 800 number.
negative,@united your worker told us not to call because we'd be talking to someone in Thailand...
neutral,@JetBlue saving my sanity. Leaving it behind for sunshine. #escape #FL #bliss #travel #InDenial #WhatFrozenPipes http://t.co/6TtzEJV3hY
negative,@JetBlue we've been on the runway for over an hour. Now the water pressure is low and taxiing back for maintenance. #1572
neutral,@SouthwestAir it's never too Late Flight to do the right thing
neutral,"@USAirways sorry, we are in Philly. Should've told you that."
negative,@USAirways - 800# referred me back to baggage services but I left the airport. I was on seat 17A
negative,@USAirways yeah you guys just told me to call the website that I booked from. I booked on your website. UNACCEPTABLE
neutral,@AmericanAir dmed the name
neutral,@united your announcement for pre boarding only addresses mobility. My disability requires me to travel with a lot of stuff. Do I preboard?
neutral,@SouthwestAir my ticket was booked 1/27 to CUN. Does the arrival time reflect that CUN is now on EST time?
positive,@SouthwestAir hello #SouthwestAir I'm  happy to be flying with you this morning DAL-MDW #4053 looking forward to a comfortable fight
negative,@united Why was flight 1180 EWR to MCO Cancelled Flightled for tomorrow and what do I do to rebook. Asking for a relative.
neutral,@united DM does not work what do I do?
negative,@USAirways @AmericanAir Flight SF to NYC only made it to Philly. Ur customer service is telling me no refund for the last leg? #offensive
positive,"@JetBlue yes thankfully! Catering just got here and now they are loading, but very frustrated. I was supposed to be there by 10-10:30"
negative,"@AmericanAir stranded for 24 hours in MIA, Patrick casimir has been the ONLY AA staff to apologize for the great inconvenience #unreal"
positive,"@SouthwestAir Thanks for two smooth, safe and fast flights! #Boston #Houston #LUVSWA http://t.co/elhxUV0Uj1"
negative,"@JetBlue basically stole my glasses, and now I can't drive or see in my classes and they're not answering my phone calls. #thanksJetBlue"
negative,@USAirways transferred 4x pleeeeeeeease help!
negative,@AmericanAir My ex-boyfriend picks up my calls more than you do! #Cancelled Flightedflight #nocustomerservice #americanairlines #FAIL
negative,"@AmericanAir I have been checking consistently, and called multiple times. As a loyal AA customer, I'm disappointed."
negative,@USAirways Today USAir Cancelled Flightled our rescheduled flight &amp; did not notify us except possibly to our home phone-not helpful since we are in CO
negative,"@USAirways flight #703 Philly -&gt; Mia? Bwahahaha! Delayed 5+ hrs, were in the air 30 mins then turned back around. #usairwaysfail"
negative,@SouthwestAir still waiting. Just hit one hour.
negative,"@USAirways Doubt it. Gate 35x is a cluster, and every agent encounter I saw (including one with me) was outright rude. Just very put off."
negative,"@united flight 86 LAX-IAD, back rows NOT CLEANED prior to boarding. How gross is that to find used tissues in your seat?  Please."
negative,"@SouthwestAir your customer service is terrible, you're terrible, thought you should know."
negative,"@JetBlue tried calling multiple times, i just wait and when it finally connects i get hung up on"
negative,@AmericanAir finally at final destination but not w/o extra significant travel expenses &amp; missed work. How can you resolve this experience?
negative,@united I am not digging the new mileage earning plan. I would earn about 1/3 of the miles I do now. Any changes to the award ticket prices?
positive,@VirginAmerica you have amazing staff &amp; super helpful as I just ran the @WaltDisneyWorld #PrincessHalf they have spoiled me with comfort!!!
negative,@united haha and you have to clean a plane that was held overnight in a hangar. Sounds lovely. Also don't lie on screensand say it's weather
negative,@USAirways flight is delayed 5 hours. No reason given. Sure love flying with your airline. #whatajoke
negative,@AmericanAir needs an entire customer service overhaul @Delta would never treat its customers with anything less that A1 service
negative,@AmericanAir I'm here standing at baggage claim waiting for bags FOR OVER AN HOUR at DFW. The gate is 100 feet from here! #nothappy
positive,Always have it together!!! You're welcome! RT @VirginAmerica: @jessicajaymes You're so welcome.
negative,"@USAirways will do.  maybe the pre-purchase meal email is because the flight is 9 min short of 3 hours, so I guess there are none offered"
negative,"@SouthwestAir standing in Las Vegas and our flight says on time, but reps are telling us that all flights to Denver are Cancelled Flightled. HELP"
neutral,@SouthwestAir you're going to compensate us for the two plane changes in Atlanta right?
negative,@AmericanAir No I do not have them yet. Called for baggage status 5 times yesterday.
negative,@AmericanAir No. I was told I got put on another flight and that I would get an email. Still haven't gotten one yet.
neutral,@USAirways any chance of a travel advisory or DCA this weekend?
negative,@united How can I file a claim when your agents won't let me speak to a supervisor? My claim number is expired because you WON'T find my bag
negative,@united I'm Cancelled Flighting my #mileageplus card and I will NEVER do business with you again. You clearly don't care about your customers.
negative,"@AmericanAir our ft 1261 TUS/DFW (w/cx to LGA) tomorrow Cancelled Flighted,  4 hrs so far waiting for call back. What should we do? Need to get to nyc"
negative,"@united what the hell? Flight 746. Delayed since 3 pm, finally boarded and now sitting on the tarmac? Is this f&amp;&amp;%$cking plane Ever leaving?"
positive,"@SouthwestAir strives to be 'Customer Centric' in everything they do - communications, advertising, customer journey, etc. #ANAmarketers"
neutral,@USAirways did you know that suicide is the second leading cause of death among teens 10-24
neutral,@JetBlue have a cpap machine for sleep apnea. Is this OK to carry on if I also have a small bag for clothes?
negative,"@USAirways I cant make it to airport, roads are to bad in DFW and no one is answering the phones and the website is down?How do I reschedule"
negative,@USAirways you have the ability to switch my flight to @AmericanAir but you cannot tell me where my bags are.
negative,@AmericanAir they did tell that our luggage stayed inside the plane ! Look this video http://t.co/YokkHHQcMP
negative,"@SouthwestAir I have sent the DM, should I continue to wait on hold with a rep, or will you be servicing me here?"
neutral,@AmericanAir yes. No one is answering and I'm on a train
negative,"@USAirways I promise, if I can help it I will nvr fly w/u again. Even if I have 2 pay more $$$ 2 fly w/ sum1 else #badcustomerservice"
neutral,@AmericanAir QSVGRU when would the next flight arrive?
positive,@JetBlue he loved the #natural #beefjerky snacks
negative,@united my fingers are crossed that they are more capable of getting baggage from point A-&gt;B than United Airlines!
negative,@JetBlue just lost my business   Enjoy your profits
positive,@JetBlue it's okay...I'm actually a tea kinda guy anyway. Thanks!
negative,"@united frankly worse customer service ever. Problems will happen, how you deal defines a company. Never again United."
negative,@united 50 min on hold trying to book award flight because site errors out.  Agents ask for my pin to see platinum availability??? badbadbad
negative,"@SouthwestAir promised 4 rooms until Wednesday, (wentook3) and the hotel charged us $79 per room because we had a pink paper needed white?"
negative,"@USAirways more lies, they said in their email we were delayed due to weather when the sky was clear in the city we were departing."
negative,@USAirways flight 850. RUDE RUDE RUDE service! Awful.
positive,@united Definitely a compliment! I really thought my bag was lost after it was sent on to another airport. In the end I am a happy customer
negative,"@USAirways the two women workng PHL bag check term C @ 11:30 ET should be fired for being rude, pushy and treating customers with disrespect"
negative,"@united is the biggest joke of a company,I will never fly with them again! 3 days now waiting for my bag, they don't even know where it is!"
negative,@SouthwestAir - 800 is not int'l friendly
negative,@AmericanAir thanks for telling me my flight got Cancelled Flightled when it wasn't. Now I have a missing luggage because of you. Thanks fam!
neutral,@JetBlue: Our fleet's on fleek. http://t.co/tEjrN09tfw NOOOOOOOOOOOOOOOOOO
positive,@JetBlue Thanks for the $100 credit because of the 4hr delay. I can tell customer service means a lot to YOU #Thankful
negative,@SouthwestAir Not your finest moment in Boston right now!
negative,@USAirways he is 8 months old and is suffering from a rare form of cancer. Your customer service agents had no compassion and I am disgusted
negative,@united boarding a #plane would be much faster if you boarded back to front instead of front to back #MakesSense #efficiency #travel #flying
negative,"@USAirways my brother @BRizzyberg27 missed his flight traveling home for a funeral and can't get through to the call center, can you help?"
negative,"@SouthwestAir its cool that my bags take a bit longer, dont give me baggage blue balls-turn the carousel on, tell me it's coming, then not."
neutral,"@united Hi, booked a flight yesterday and received an email w/ confirmation number but today I got this error ""no active flight segments"""
negative,@SouthwestAir We have been stuck in SJU for several hours and no one is answering here. Really tough to LUV SW. No response is bad.
negative,@AmericanAir HELP NEEDED ! #complaint ticketed passenger with no available seats scheduled to leave Late Flightr today
negative,"@united Nope. Walked up &amp; down the ORF terminal, &amp; not a United agent to be found. Showed up @ last minute to board us. Many panicked people"
negative,@SouthwestAir On hold for 45 minutes trying to rebook a Cancelled Flightled flight with a companion ticket. Help?
negative,talked to a @JetBlue manager and she offered we pay 3X's in cash what we originally paid #nothanks #jetblue #ripoff #flyunited
neutral,@USAirways If Im unable to use my departing flight can I still use the returning flight?
negative,@JetBlue glad u happy I have my bag but as a traveler I entrusted u w/ my property &amp; u return it damaged &amp; that's the best answer u have?
negative,"@USAirways Thanks means a lot after I was verbally cussed out, charged extra for a bag, &amp; then told "" I don't feel like dealing with it"" "
neutral,"@JetBlue traveling w/ a rifle for a hunting trip, can a pistol be in the same large rifle case too? Wasn't clear in freq asked questions"
negative,@AmericanAir the bags arent even loaded on the plane??? #Flight293
neutral,@AmericanAir well we cleared customs in AUH. I need to get to IAH after I arrive in DFW. Is it possible to retrieve my luggage in IAD?
negative,@USAirways I hope flight 1855 is not being delayed because flight attendant didn't come to work! #nobackup
neutral,"@AmericanAir oh, yeah. I guess those are two different things. 3 am does weird things to my brain. Thanks again! xox"
negative,"@united Cancelled Flights your flight then sends you an email saying ""think about your next flight..."" #customer #outrage http://t.co/KkwiwI97A4"
negative,"@united your gate attendant had some snobby remarks, your customer service is like playing poker with my sisters kids!"
positive,@JetBlue Thanks so much for talking to me! The article about #Twitter chats came out great! http://t.co/rKorHvR9z1 #contentmarketing
positive,"@AmericanAir: @Dawn_Davis You're very welcome, Dawn. We love taking you flying. Let's do it again! Again in 1 week!"
negative,@AmericanAir worst company ever please do not fly with them I repeat please do not fly !! They will not credit you if you're delayed
neutral,@USAirways would like to see you do similar in PHL! http://t.co/n9vGe2nPIB
negative,@SouthwestAir  Glad to see you know how to keep the money in your own pockets. 'Thanks' for the voucher in return for lost bag.
negative,@united no wheelchairs
negative,@USAirways color me confused but why would i need to call and do this. Update your procedures and policies. You can see who is connecting
negative,"@JetBlue the one man in baggage office says ""I dunno"". HELP"
negative,"Lines may be extra long or security slow, but seems your employees too quick to blame customers who don't arrive 3-4 hours ahead @JetBlue"
neutral,@USAirways Thank you. But I dont understand. What will you do with my feedback?
neutral,@JetBlue Even 5 years after the earthquake...Haiti still needs helps in rebuilding #flyingitforward
positive,@united Thank you for responding so quickly with a helpful tool! @dustyob
negative,@USAirways NOW they're not even accepting calls AT ALL! Come on.
negative,@USAirways it's been three weeks since I was specifically told I would get a call back from your folks in AZ- should I keep being patient?
negative,"@united instead of making  seats smaller/thinner so u can jam more people on a flight,u should concentrate on maint &amp; happy customers"
negative,"@united Missed UA1568 connection due 2 mechanical failure UA1543 (""uplink prob""). I will lose ~$400 in clients Mon. How can you compensate?"
neutral,@JetBlue so what about California
negative,"@united if you don't like delayed bags, why do you let it happen so much?"
negative,"@JetBlue there is no supervisor available, so they couldn't do anything."
negative,"@united how much longer will it take? It a guitar, not a royal commission!"
negative,@SouthwestAir Cancelled Flights arrivals &amp; departures in Nashville as of 5pm. That and more weather headlines @ 4pm #LiveOnFOX17 #FebruaryFreezeFox17
negative,@SouthwestAir I need updates on my flights 464 &amp; 3574. I have been on hold for over 2 hours.
neutral,@united sent
negative,@AmericanAir I've been on hold with international award reservations for almost 2 hours. 800-433-7300 keeps calling me. what is going on?
negative,@USAirways i understand that but i should still be able to view my reservation online....
negative,@JetBlue it seems almost inconceivable that sitting a 5 year old alone is considered okay. But this guy thinks so. http://t.co/q9n6NZYSpK
neutral,"@united Hi, I read there are weather warnings on the East Coast of the US. Would a flight from LHR to SFO be affected?"
negative,@JetBlue how about free wifi on flt 1254 out of PBI to make up for 2.5 hr delay? Treat us right.
positive,"@AmericanAir @BoeingAirplanes I really would love to experience first class on that plane,looks stunning!"
negative,@USAirways GF was on hold for 4 hours and call was dropped!!! HELP!!!!! Need a flight!!!
negative,@SouthwestAir Apparently mechanics had to be flown in to fix some planes...not the most assuring sign
negative,"@SouthwestAir flight Cancelled Flightled, stuck for 3 days. Paid for ""A"" boarding. Refused to honor it with rescheduled flight"
negative,@USAirways What is happening? Have been sitting in Philly for hours. Pls take care of Flight 759 to Chicago. At least least us know! #soLate Flight
negative,@SouthwestAir got a text my flight was Cancelled Flightled! Now what do I do :/?? Help please!!!
negative,@USAirways Handled. I found tkt on floor dropped by someone. No way - Im in wheelchair - to get to podium.
negative,@AmericanAir now we are waiting on nitrogen for the struts and the airport nozzle is not calibrated so they are trying to find another???
positive,@SouthwestAir Glad to know I'll be flying the luv airline tomorrow ;)
negative,@JetBlue trying to charge us $550 dollars cash for tickets we paid for months in advance #isthisreal #nevertoldus #jetblue #NeverAgain
positive,@JetBlue thank you!! Miss you all so so much!! Is this the link to the blog? Or has that changed?
positive,@SouthwestAir Your crew on 3138 is doing a great job of keeping everyone informed during the delays #givethemraises
negative,"@JetBlue Hey Jetblue, you Cancelled Flightled our flight from ST Maarten to JFK.  Stranded my family in the baggage area and lost my daughters luggage"
negative,@united better just keep connection from ORD To FWA that boards in ten minutes open until I get off the plane that just landed an hour Late Flight
positive,@AmericanAir thank you for doing the best you could to get me rebooked. Agent on phone &amp; addtl resolution on DM was very much appreciated.
negative,@SouthwestAir - you can do better than having someone on hold for over an hr http://t.co/FxNv618B1A
negative,@united I'm not sure you can do anything as this has been building up over time! Other than promises from your CEO service has gotten worse!
negative,@SouthwestAir Supposed to take off almost 2 hours ago....#vacationfail #frozenwater? #gettingimpatient #theycouldatleastofferfreebooze
negative,@USAirways how do I change flights . 3 hours is crazy please help
positive,@SouthwestAir A+ to the Safety Dos and Don'ts Announcer. Flight 651 from Midway (MDW) to Pittsburgh (PIT)!
neutral,@JetBlue but Virgin has wifi 
negative,@AmericanAir not enough push crews for JFK = 1.5 he delay and counting....
neutral,@JetBlue  would love to go to Hawaii to visit pearl harbor.
neutral,"@JetBlue Or...

....how about a 1way LAX-NYC(area) under 190?! Is this possible ?"
negative,"@SouthwestAir it'd be nice if I could get an answer, even a simple ""no"" would do; I just want to know. :)"
positive,@VirginAmerica thanks!
positive,@united Big thanks to Ms. Winston for assisting me over the phone with a baggage claim issue today. She really went the extra mile!
negative,"@SouthwestAir so for an extra luggage, it cost $75????"
neutral,@USAirways just realized my @AmericanAir advantage number wasn't used for my flight.  How do I get my ff miles?
negative,@USAirways how do you lose a pilot????
negative,"@AmericanAir every time I try to call, it tells me to try again Late Flightr and just hangs up."
positive,@JetBlue Exciting times ahead! 
negative,@JetBlue apparently the plane was delayed coming up from San Juan. Monsoon there today?
neutral,"@SouthwestAir now accepting #Apple's Passbook app for boarding passes. App works on #iPhone &amp; #iPodTouch, not #iPad. http://t.co/XxSaomBdGS"
negative,"@AmericanAir I sure hope you all can fix @USAirways. Good luck, their service sucks. #nexttimeiwillflysouthwest"
negative,@USAirways I have been on hold for 4 hours my flight is tomorrow do you really expect me to not sleep all night to stay on hold?!?
negative,@USAirways My last flight was Cancelled Flightled and I'm very disappointed.
neutral,@AmericanAir anything you can do?
negative,@United is offering to reroute my SFO flight to LAX. Might be geography class time.
negative,"@AmericanAir No, it wouldn't let me complete transaction because it was one way from Barbados to NYC"
positive,@SouthwestAir @love_dragonss holy fuckinf shit
negative,@united or @flysaa has lost my baggage heard different things from different employees of @united. @flysaa has said nothing.
negative,@USAirways don't think you guys could mess things up any more.. Never flying with you again!
neutral,"@USAirways also, can you explain why, when I checked in, on the US Airways site, &amp; picked ""Standby for 1st"" I was not put on the list?"
negative,@AmericanAir Hopefully you guys are willing to cover my lovely car rental and living charges...I love being here for two extra days..
neutral,@JetBlue yep it's for tomorrow.
negative,@united 132 characters does not cover my reasons I'm afraid
neutral,@SouthwestAir planning a family trip to Orlando in May and trying to figure out when to book to get the best rate. Any Suggestions?
positive,@united alright thank you. Much appreciated.
negative,@united if I miss the #Oscars I'll never fly united again
negative,@united we are sitting on the runway for 2 hours! It is ridiculous!!
negative,@USAirways can we hold two seats for 11:35 flight from PHX to Las 1856 as this delayed flight 556 is not going to arrive on-time
negative,"@united Still do not have my bag, it's in the CLT airport. Was originally told I would have it by 2pm."
negative,"@USAirways @AmericanAir hey guys, due to some horrible customer service issues is there any way I can get a checked bag credit?"
negative,@united checked me in through security under the wrong name and given the wrong boarding pass. #AirlineSecurity
neutral,"@VirginAmerica announced New Route to Austin w/fares from $39/way. 
http://t.co/gA8pbamu0C"
neutral,@SouthwestAir @Imaginedragons when are we gonna know I have a math test tomoro and I can't concentrate #DestinationDragons
negative,@USAirways We have submitted the customer relations form and await your response!
negative,@JetBlue how can your entire system go down? No IT? Really?
negative,@jetblue terrible landing on 915
negative,@united @gg8929 so why did you Cancelled Flight tickets for thousands of people when you didn't like the exchange rate? #doublestandards
negative,@united terrible service for military members and their families. #ridiculous #UnitedAirlines
negative,@united the long wait was the icing on the cake. Why don't you fix your reservation system so the confirm # doesn't get changed mid-travel
negative,@USAirways  has me on my toes whether I'm going to make my flight back to Boston tonight
negative,@USAirways I'm sure you don't but question still remains why we only found out at 8.20 that crew won't come before 9.50 for 8.10 flt. Tks.
negative,@JetBlue Ive called you 3 x &amp; waited on hold 10 min each time to be disconnected each time. Enraging! I need to speak to someone! #help
positive,@united They finally gave in a let him on. After they threatened to send him back to Vegas on coach. Thnx.
negative,@SouthwestAir Pls help. On hold 4 long time now. Travelling 4 business and flight 2 ORF from MCI was Cancelled Flightled.  Need to get out there ASAP.
negative,"@USAirways already did. I travel for a living, no help at all that it will take 3-4 weeks for any repair. And I have to pay to ship to TX."
negative,@SouthwestAir flight just Cancelled Flighted. Can you help me rebook?
neutral,"@AmericanAir DM the locator code, thanks."
positive,"@united cool, thanks."
negative,@JetBlue loves to respond to positive tweets but they ignore problems w/ customers. Just ask NOLA musician @j_beatz247 about that. #shameful
negative,"@USAirways where's my bag?  You called at noon promising it today, would like an update like your website promises.  I need that bag!"
negative,@united do you expect to Cancelled Flight flights out of @DENAirport tomorrow morning given the storm?
negative,@VirginAmerica @ChrysiChrysic your assistance yesterday when u Cancelled Flightled our flight was to give us a hotel hotline  Shame on you!
negative,@united 15-hr flight w/broken #Dreamliner media system. Witness #mental #breakdown as we bounce off walls. Remind me why I'm 1K.
negative,@USAirways  you Cancelled Flighted &amp; rescheduled my flight &amp; still getting updates &amp; can't find my current flight on my account http://t.co/8Je1h3666w
neutral,@JetBlue Fliers to Gain Access to WSJ Content - @zacks_com http://t.co/GouzrdT7ZF
negative,@AmericanAir on top of that my online record was unavailable as well and then couldn't get anyone on the phone.
negative,@SouthwestAir still haven't left @BWI. Maybe by the time I'm suppose to fly back to Austin on Tuesday we'll have moved.
negative,"@USAirways flight 2022 out of Phil, no update and was supposed to leave 15 minutes ago.  Sitting in airport, wondering#irritated"
neutral,"Yessir RT @AmericanAir: @yourlocalnyer Good morning, Rob. We're showing the flight to sunny Mexico just pushed off the gate."
positive,@AmericanAir Understood. Thanks anyway
negative,"@AmericanAir  Dear American, when did 2 hour hold times become the industry standard?  Have you heard of additional staffing during weather?"
negative,@AmericanAir thanks for the canned reply.
negative,"@united Hopefully my baggage fees will be waived tomorrow when I actually get on a flight, as well as compensation for my hotel room"
neutral,"@USAirways just heard #Monterey airport was closed due to thick fog, any updates"
